Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
,Regular,0.035399923,Baking Goods,144.5444,Medium,Tier 3,Supermarket Type3,2.8256592561740446,41
14.6,Low Fat,0.025698134,Household,196.5084,Small,Tier 2,Supermarket Type1,2.512356442132293,22
,Low Fat,0.057556998,Baking Goods,107.6938,Small,Tier 1,Grocery Store,1.9561401081148624,41
13.85,Regular,0.025896485,Frozen Foods,165.021,Small,Tier 1,Supermarket Type1,2.8268725941791435,29
13.0,Low Fat,0.099887103,Household,45.906,,Tier 2,Supermarket Type1,2.3198734360491575,19
7.645,Regular,0.066693437,Snack Foods,42.3112,Small,Tier 2,Supermarket Type1,2.390193008311172,22
11.65,low fat,0.019356132,Hard Drinks,39.1164,High,Tier 3,Supermarket Type1,2.047541540209989,39
5.925,Regular,0.161466534,Dairy,45.5086,,Tier 3,Grocery Store,1.9117663940750083,28
,Regular,0.072221801,Canned,43.6454,Small,Tier 1,Grocery Store,1.830103701350255,41
19.25,Low Fat,0.170348551,Dairy,55.7956,,Tier 3,Grocery Store,1.8914064348603783,28
18.6,Low Fat,0.080829372,Health and Hygiene,96.4436,Medium,Tier 3,Supermarket Type2,2.690009208167047,17
18.7,Low Fat,0.0,Snack Foods,256.6672,Medium,Tier 3,Supermarket Type2,2.7280795662418256,17
17.85,Low Fat,0.0,Breads,93.1436,,Tier 2,Supermarket Type1,2.6131840359490526,24
17.5,Low Fat,0.097904029,Soft Drinks,174.8738,Small,Tier 1,Supermarket Type1,2.5995351430523512,29
10.0,Low Fat,0.089291137,Health and Hygiene,146.7102,Medium,Tier 1,Supermarket Type1,2.801206701739995,27
,Regular,0.059511812,Fruits and Vegetables,128.0678,Medium,Tier 3,Supermarket Type3,2.6968077020927064,41
8.85,Regular,0.113123893,Soft Drinks,122.5388,Medium,Tier 3,Supermarket Type2,2.5168075663800025,17
,Regular,0.123111453,Snack Foods,36.9874,Medium,Tier 3,Supermarket Type3,2.106815686104145,41
,Low Fat,0.026480954,Snack Foods,87.6198,Medium,Tier 3,Supermarket Type3,2.6140830848963192,41
13.35,Low Fat,0.102511504,Dairy,230.6352,Small,Tier 1,Supermarket Type1,2.7669364628680664,29
9.8,Low Fat,0.02681843,Meat,126.002,High,Tier 3,Supermarket Type1,2.6095660230003928,39
13.6,Low Fat,0.117818348,Snack Foods,192.9136,Medium,Tier 1,Supermarket Type1,2.6627705762003706,27
21.35,Low Fat,0.069102831,Canned,259.9278,Medium,Tier 3,Supermarket Type2,3.011700194668015,17
12.15,Regular,0.042277867,Canned,126.5046,High,Tier 3,Supermarket Type1,2.096709831011409,39
6.42,LF,0.089498926,Dairy,178.1002,,Tier 3,Grocery Store,2.0857668383069115,28
19.6,Low Fat,0.0,Health and Hygiene,153.3024,,Tier 2,Supermarket Type1,2.6495665210855837,24
10.0,Low Fat,0.025879577,Canned,265.2226,,Tier 2,Supermarket Type1,2.9550825835563517,24
15.85,Regular,0.121632721,Baking Goods,60.622,Small,Tier 1,Supermarket Type1,2.669204476186791,29
7.39,Low Fat,0.067779712,Health and Hygiene,143.8812,Small,Tier 1,Supermarket Type1,2.735410632115776,29
10.195,Low Fat,0.159803853,Frozen Foods,141.5154,High,Tier 3,Supermarket Type1,2.323990404566294,39
9.895,Regular,0.028696932,Canned,117.0492,High,Tier 3,Supermarket Type1,2.3100633232113275,39
10.895,Low Fat,0.065041581,Fruits and Vegetables,196.3794,,Tier 2,Supermarket Type1,2.7339553920787028,19
12.15,Low Fat,0.028760013,Household,151.4708,,Tier 2,Supermarket Type1,2.8861923819111577,19
7.905,Low Fat,0.010053105,Snack Foods,249.0408,Medium,Tier 3,Supermarket Type2,2.982352375308423,17
9.195,Low Fat,0.048157338,Household,106.1622,,Tier 2,Supermarket Type1,2.604482021298871,24
8.365,Low Fat,0.071958197,Hard Drinks,38.0506,Medium,Tier 1,Supermarket Type1,2.305046774723928,27
15.1,Low Fat,0.173481304,Snack Foods,194.511,Small,Tier 1,Supermarket Type1,2.8932650902904706,29
,Low Fat,0.061082177,Canned,180.0344,Small,Tier 1,Grocery Store,2.33779310629719,41
10.0,Low Fat,0.0,Fruits and Vegetables,246.9144,Medium,Tier 3,Supermarket Type2,2.740891665220604,17
7.97,Regular,0.040071131,Meat,87.3514,,Tier 2,Supermarket Type1,2.389445254756775,24
,Low Fat,0.012090074,Fruits and Vegetables,38.2848,Medium,Tier 3,Supermarket Type3,2.1661293968399957,41
,Regular,0.15028599,Frozen Foods,51.0692,Small,Tier 1,Grocery Store,1.8672913941214706,41
,Low Fat,0.026015519,Snack Foods,255.8356,Medium,Tier 3,Supermarket Type3,2.6648691806318268,41
17.7,LF,0.195068226,Snack Foods,185.4266,,Tier 3,Grocery Store,1.9196760427002346,28
19.35,Low Fat,0.033082215,Meat,172.5738,Small,Tier 2,Supermarket Type1,2.889966384677134,22
13.65,Regular,0.078946455,Dairy,186.024,,Tier 2,Supermarket Type1,2.4048147890915814,24
17.6,Low Fat,0.041700756,Soft Drinks,164.8526,,Tier 2,Supermarket Type1,2.6319103834711672,24
8.645,Low Fat,0.143422643,Health and Hygiene,95.841,Small,Tier 1,Supermarket Type1,2.5903973431488327,29
15.6,Regular,0.105296072,Snack Foods,170.1764,Small,Tier 1,Supermarket Type1,2.7669364628680664,29
15.85,Regular,0.121531501,Baking Goods,59.222,High,Tier 3,Supermarket Type1,2.2243252277262417,39
18.25,Low Fat,0.0,Starchy Foods,164.7526,,Tier 2,Supermarket Type1,2.8701186248572914,24
7.855,Low Fat,0.011324862,Canned,189.6188,,Tier 2,Supermarket Type1,2.6294286081997584,19
7.825,low fat,0.186357148,Household,254.3698,Medium,Tier 1,Supermarket Type1,2.93992621568675,27
8.39,Regular,0.024205661,Frozen Foods,114.0176,Small,Tier 1,Supermarket Type1,2.630193978532356,29
12.85,Low Fat,0.033230816,Snack Foods,172.3422,Medium,Tier 1,Supermarket Type1,2.427826790028929,27
,Low Fat,0.113720344,Baking Goods,89.9804,Small,Tier 1,Grocery Store,2.244089194906722,41
19.0,Low Fat,0.112556507,Frozen Foods,104.9622,,Tier 2,Supermarket Type1,2.512488148062852,19
5.905,Low Fat,0.0,Canned,222.5456,,Tier 2,Supermarket Type1,2.921370500562602,24
7.76,Low Fat,0.059352241,Snack Foods,101.87,Small,Tier 1,Supermarket Type1,2.5335851006937116,29
11.8,reg,0.014087057,Frozen Foods,180.3344,Small,Tier 1,Supermarket Type1,2.4792542790890004,29
16.75,low fat,0.045230944,Snack Foods,187.9556,Medium,Tier 3,Supermarket Type2,2.877011603471404,17
,Regular,0.031382044,Baking Goods,171.3764,Medium,Tier 3,Supermarket Type3,2.73073464470975,41
15.5,Regular,0.12639886,Fruits and Vegetables,177.0028,,Tier 2,Supermarket Type1,2.656404350881401,19
6.055,Low Fat,0.025403898,Fruits and Vegetables,160.992,Small,Tier 2,Supermarket Type1,2.6868937569415956,22
,Regular,0.039057677,Breakfast,155.963,Medium,Tier 3,Supermarket Type3,2.751559246584161,41
6.305,Regular,0.123115764,Snack Foods,95.6436,Small,Tier 1,Supermarket Type1,2.2521186752495677,29
20.85,Low Fat,0.039624006,Meat,117.2808,Medium,Tier 1,Supermarket Type1,2.4994817861119363,27
20.75,Low Fat,0.040421193,Fruits and Vegetables,122.173,,Tier 3,Grocery Store,2.09389353859476,28
8.895,Low Fat,0.105274111,Dairy,39.9138,Medium,Tier 1,Supermarket Type1,2.2640724411389366,27
19.6,Low Fat,0.033970195,Soft Drinks,55.1614,,Tier 2,Supermarket Type1,2.469137278956862,24
19.7,Low Fat,0.053212652,Fruits and Vegetables,57.893,Small,Tier 2,Supermarket Type1,2.234958303928119,22
9.8,Low Fat,0.024378706,Health and Hygiene,114.5492,Small,Tier 2,Supermarket Type1,2.444334938840211,22
,Low Fat,0.009714595,Frozen Foods,120.0414,Small,Tier 1,Grocery Store,2.1676135590419383,41
12.15,Low Fat,0.131383762,Frozen Foods,246.046,Medium,Tier 1,Supermarket Type1,2.4339656223380794,27
8.75,Regular,0.07461309,Fruits and Vegetables,187.4556,Small,Tier 2,Supermarket Type1,2.7978721275734872,22
,Low Fat,0.028459761,Household,149.9708,Medium,Tier 3,Supermarket Type3,2.850895368784994,41
8.75,Regular,0.074627201,Fruits and Vegetables,187.8556,Small,Tier 1,Supermarket Type1,2.453784209587903,29
13.3,Low Fat,0.063695084,Frozen Foods,151.0708,,Tier 2,Supermarket Type1,2.5531667767078465,24
,Regular,0.045797829,Snack Foods,178.5344,Medium,Tier 3,Supermarket Type3,2.7036459625899836,41
8.31,Regular,0.115857223,Snack Foods,179.1028,Medium,Tier 1,Supermarket Type1,2.8108069165481306,27
16.75,Regular,0.024832806,Soft Drinks,38.7822,High,Tier 3,Supermarket Type1,2.254657562108517,39
19.75,Low Fat,0.034027909,Snack Foods,212.0902,Medium,Tier 3,Supermarket Type2,2.740963274779592,17
17.1,Regular,0.0467696,Canned,141.1838,High,Tier 3,Supermarket Type1,2.6240268742337434,39
10.5,Regular,0.116576702,Baking Goods,163.121,High,Tier 3,Supermarket Type1,2.551160723236476,39
6.635,Regular,0.0,Baking Goods,121.3098,,Tier 2,Supermarket Type1,2.66320874094255,24
14.15,Low Fat,0.035913805,Soft Drinks,41.4138,High,Tier 3,Supermarket Type1,2.3105371338632326,39
13.3,Low Fat,0.079806266,Dairy,232.53,Small,Tier 1,Supermarket Type1,2.26760098118117,29
8.89,low fat,0.005505481,Frozen Foods,102.4016,,Tier 2,Supermarket Type1,2.6888643483179893,19
,Regular,0.064625342,Meat,176.937,Small,Tier 1,Grocery Store,1.9090781546748374,41
,Low Fat,0.071636937,Snack Foods,121.7098,Medium,Tier 3,Supermarket Type3,2.828542185847794,41
9.1,Regular,0.0,Breads,173.2054,,Tier 2,Supermarket Type1,2.737294378730743,24
7.5,Low Fat,0.032677678,Frozen Foods,239.0906,Medium,Tier 1,Supermarket Type1,2.9630842630199834,27
16.85,Regular,0.160760054,Frozen Foods,192.4478,,Tier 2,Supermarket Type1,2.88833191162482,19
7.485,Low Fat,0.06911065,Snack Foods,109.0228,Small,Tier 2,Supermarket Type1,2.664694738237261,22
11.6,Low Fat,0.041177505,Soft Drinks,140.3154,,Tier 2,Supermarket Type1,2.6660880446749107,19
11.65,Low Fat,0.040081193,Snack Foods,227.0694,Medium,Tier 3,Supermarket Type2,2.4110209794579722,17
13.0,Low Fat,0.035307322,Household,47.5034,,Tier 2,Supermarket Type1,2.259952628254794,19
12.65,LF,0.063017847,Soft Drinks,159.0578,,Tier 2,Supermarket Type1,2.5996388775707886,24
20.25,Regular,0.171938781,Canned,92.512,,Tier 3,Grocery Store,1.9222626508222445,28
8.6,Regular,0.040197932,Canned,190.153,Small,Tier 2,Supermarket Type1,2.7245110847662812,22
12.6,Low Fat,0.049058014,Breads,62.7194,,Tier 2,Supermarket Type1,2.329401479005243,19
17.7,Low Fat,0.01161096,Frozen Foods,95.041,Small,Tier 2,Supermarket Type1,2.330071714220694,22
14.15,Low Fat,0.183507295,Soft Drinks,82.4276,Small,Tier 1,Supermarket Type1,2.4097886644633104,29
19.25,Low Fat,0.102349519,Dairy,52.7956,,Tier 2,Supermarket Type1,2.3493667639246825,19
8.88,Low Fat,0.086708987,Hard Drinks,151.7682,High,Tier 3,Supermarket Type1,2.2922852489339736,39
20.5,Low Fat,0.032835147,Household,40.2822,,Tier 2,Supermarket Type1,2.2708243287563445,24
,Low Fat,0.033809913,Canned,180.5976,Medium,Tier 3,Supermarket Type3,3.073765072933495,41
13.5,Low Fat,0.07266912,Household,160.292,Small,Tier 1,Supermarket Type1,2.4815595004062714,29
,Low Fat,0.144338493,Health and Hygiene,224.4404,Medium,Tier 3,Supermarket Type3,3.0231018087017407,41
8.89,Low Fat,0.009163216,Frozen Foods,101.7016,,Tier 3,Grocery Store,1.7809364489416677,28
7.855,Low Fat,0.011307038,Canned,188.5188,Medium,Tier 3,Supermarket Type2,2.3568664731860327,17
7.235,Low Fat,0.076855628,Household,116.0492,Small,Tier 1,Supermarket Type1,2.581028172910116,29
,Low Fat,0.059956876,Starchy Foods,165.4526,Medium,Tier 3,Supermarket Type3,2.918427038518846,41
6.92,Low Fat,0.038532062,Dairy,60.5852,,Tier 2,Supermarket Type1,2.453784209587903,24
9.3,Low Fat,0.043209581,Fruits and Vegetables,90.8172,,Tier 2,Supermarket Type1,2.193183550775392,19
18.5,Low Fat,0.056816465,Others,132.1284,,Tier 3,Grocery Store,2.007381290675744,28
8.02,Low Fat,0.019866705,Household,154.5972,Small,Tier 2,Supermarket Type1,2.473718458458636,22
9.195,Low Fat,0.048331717,Household,105.1622,,Tier 2,Supermarket Type1,2.5328391603863745,19
12.8,Low Fat,0.091221855,Others,105.5938,,Tier 2,Supermarket Type1,2.6085547584854507,24
16.6,Low Fat,0.027622076,Household,177.6344,Medium,Tier 1,Supermarket Type1,2.6819225412359344,27
14.0,Regular,0.0,Frozen Foods,53.064,Small,Tier 2,Supermarket Type1,2.342126443158312,22
18.6,Low Fat,0.039355947,Frozen Foods,246.3802,Medium,Tier 1,Supermarket Type1,3.043942374530452,27
16.0,Low Fat,0.060836524,Starchy Foods,226.8404,Small,Tier 2,Supermarket Type1,2.9848830190454723,22
17.6,Low Fat,0.082316506,Health and Hygiene,160.692,Small,Tier 2,Supermarket Type1,2.5144579608834885,22
21.25,Low Fat,0.155350299,Snack Foods,178.237,Small,Tier 2,Supermarket Type1,2.190099595302969,22
7.235,Low Fat,0.076841095,Household,117.5492,Small,Tier 2,Supermarket Type1,2.581028172910116,22
14.6,Low Fat,0.151419185,Soft Drinks,50.3692,,Tier 2,Supermarket Type1,2.381493226730754,19
13.85,reg,0.026001976,Frozen Foods,161.521,Medium,Tier 3,Supermarket Type2,2.551160723236476,17
13.65,Regular,0.073209447,Frozen Foods,197.6426,Medium,Tier 3,Supermarket Type2,2.6932615716540886,17
,Low Fat,0.041683481,Soft Drinks,31.29,Medium,Tier 3,Supermarket Type3,2.3399667964061313,41
7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,Small,Tier 1,Supermarket Type1,2.7391690943498084,29
18.35,Low Fat,0.014081156,Household,223.5746,Medium,Tier 3,Supermarket Type2,2.782189513074788,17
5.465,Regular,0.0,Baking Goods,132.5626,Medium,Tier 3,Supermarket Type2,2.006111195445794,17
18.6,Low Fat,0.152918384,Breakfast,99.8358,,Tier 2,Supermarket Type1,2.571190722526526,19
13.85,Low Fat,0.030969274,Soft Drinks,140.9154,,Tier 2,Supermarket Type1,2.534329506819404,19
14.0,Regular,0.060376776,Frozen Foods,154.5656,High,Tier 3,Supermarket Type1,2.655332859135364,39
14.0,Regular,0.04192285,Snack Foods,54.764,High,Tier 3,Supermarket Type1,2.457801038037914,39
,Low Fat,0.077367431,Fruits and Vegetables,97.0094,Medium,Tier 3,Supermarket Type3,2.5537546983896062,41
5.905,Low Fat,0.045838211,Canned,222.5456,Medium,Tier 3,Supermarket Type2,2.754683081424282,17
7.27,Low Fat,0.071077939,Soft Drinks,114.2518,Small,Tier 1,Supermarket Type1,2.6745977021645753,29
6.155,Regular,0.094659871,Meat,214.556,Small,Tier 1,Supermarket Type1,2.6934234701015503,29
19.5,Regular,0.077608838,Soft Drinks,233.4958,,Tier 2,Supermarket Type1,2.926155105800648,19
15.2,Low Fat,0.021327477,Canned,216.8824,,Tier 2,Supermarket Type1,2.701749771160219,19
12.15,Regular,0.042485444,Canned,125.0046,Medium,Tier 3,Supermarket Type2,2.5419334673540734,17
,Low Fat,0.025578526,Household,198.8084,Medium,Tier 3,Supermarket Type3,2.9382568735270707,41
12.6,Low Fat,0.0489808,Breads,61.9194,Medium,Tier 3,Supermarket Type2,2.233460840897525,17
14.5,Low Fat,0.019471688,Others,164.821,Small,Tier 2,Supermarket Type1,2.604993556710578,22
16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,,Tier 2,Supermarket Type1,2.804147618173682,19
11.8,Regular,0.057373797,Meat,151.4366,High,Tier 3,Supermarket Type1,2.4643450690469297,39
13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,High,Tier 3,Supermarket Type1,2.817357573671909,39
17.85,LF,0.0,Breads,196.5794,,Tier 3,Grocery Store,2.217770402422331,28
12.3,Regular,0.064750025,Starchy Foods,92.6804,,Tier 2,Supermarket Type1,2.3745260876047847,24
11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,,Tier 3,Grocery Store,1.8875344838044623,28
,Regular,0.191013663,Soft Drinks,42.1112,Small,Tier 1,Grocery Store,1.5984184013305247,41
11.1,Low Fat,0.176573035,Baking Goods,157.4604,,Tier 2,Supermarket Type1,2.7216626511777946,24
,Regular,0.060134441,Frozen Foods,153.0656,Medium,Tier 3,Supermarket Type3,2.9681582214387445,41
11.3,Low Fat,0.007294652,Meat,198.1426,,Tier 2,Supermarket Type1,2.3680113549487922,24
,Low Fat,0.128478462,Health and Hygiene,117.944,Small,Tier 1,Grocery Store,1.9836077044527949,41
5.75,Regular,0.075107656,Dairy,112.8176,High,Tier 3,Supermarket Type1,2.467497296286548,39
,Regular,0.049381406,Baking Goods,226.8062,Medium,Tier 3,Supermarket Type3,2.880516371994877,41
11.35,Regular,0.045165796,Snack Foods,100.0016,Medium,Tier 3,Supermarket Type2,2.374916923984557,17
,Regular,0.09415375,Fruits and Vegetables,165.7526,Small,Tier 1,Grocery Store,2.250414885983501,41
14.0,Low Fat,0.028907832,Health and Hygiene,130.431,Medium,Tier 1,Supermarket Type1,2.298482526822706,27
19.75,Regular,0.018059621,Frozen Foods,179.766,,Tier 2,Supermarket Type1,2.636825338700055,24
6.525,Low Fat,0.090436094,Household,85.0882,Medium,Tier 1,Supermarket Type1,2.6218832927266305,27
10.3,Low Fat,0.146399712,Meat,103.9648,Medium,Tier 1,Supermarket Type1,2.5268155826053453,27
5.78,Regular,0.074264356,Snack Foods,264.7568,Medium,Tier 1,Supermarket Type1,2.8809713221250526,27
11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,,Tier 2,Supermarket Type1,2.7343197106223296,24
16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,Medium,Tier 3,Supermarket Type2,2.1563046173733493,17
,Low Fat,0.01561108,Household,182.5976,Medium,Tier 3,Supermarket Type3,2.9049177534240664,41
10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,Small,Tier 1,Supermarket Type1,2.195899589411204,29
19.0,Regular,0.097313129,Frozen Foods,48.0718,Small,Tier 1,Supermarket Type1,2.3692052115225755,29
14.6,Low Fat,0.059582996,Others,238.8538,Medium,Tier 1,Supermarket Type1,2.967214039270995,27
,Regular,0.098663652,Dairy,62.9194,Medium,Tier 3,Supermarket Type3,2.6026346476827795,41
,reg,0.101338651,Canned,232.63,Medium,Tier 3,Supermarket Type3,2.925111726567506,41
18.75,Low Fat,0.052146456,Health and Hygiene,104.628,,Tier 2,Supermarket Type1,2.2859684212618046,24
5.26,Regular,0.041764487,Baking Goods,161.8868,Small,Tier 2,Supermarket Type1,2.750512428498625,22
18.25,Low Fat,0.054344186,Snack Foods,140.2154,,Tier 2,Supermarket Type1,2.534329506819404,24
,Low Fat,0.078362484,Baking Goods,177.937,Medium,Tier 3,Supermarket Type3,3.008130393298281,41
15.1,Low Fat,0.052339069,Meat,242.7512,Small,Tier 1,Supermarket Type1,2.8304908935514175,29
15.5,Regular,0.042464962,Baking Goods,81.5934,,Tier 3,Grocery Store,2.062593342828069,28
13.65,Low Fat,0.065732883,Frozen Foods,45.7402,Medium,Tier 1,Supermarket Type1,2.2992183948436686,27
16.1,LF,0.023625114,Soft Drinks,189.3846,,Tier 2,Supermarket Type1,2.7861045599235292,24
,Regular,0.051643608,Snack Foods,107.3622,Small,Tier 1,Grocery Store,2.0546259607148056,41
12.85,Low Fat,0.165694219,Frozen Foods,39.7164,,Tier 3,Grocery Store,1.975219567796594,28
9.5,LF,0.041878397,Soft Drinks,32.99,Small,Tier 2,Supermarket Type1,1.8430907661159308,22
13.8,Low Fat,0.058091482,Dairy,245.1802,Small,Tier 2,Supermarket Type1,2.944504681357002,22
5.78,Regular,0.0,Snack Foods,263.7568,,Tier 2,Supermarket Type1,2.6768859736397803,19
19.7,Low Fat,0.026903714,Household,96.0726,,Tier 2,Supermarket Type1,2.4438557043666944,24
14.65,Low Fat,0.0,Household,161.5552,,Tier 3,Grocery Store,2.060489717522308,28
6.67,Regular,0.150554711,Snack Foods,130.0626,,Tier 3,Grocery Store,1.8396120773419498,28
6.11,Regular,0.0,Fruits and Vegetables,131.2968,,Tier 3,Grocery Store,2.004835446348137,28
13.65,Regular,0.134975628,Frozen Foods,260.0936,,Tier 3,Grocery Store,2.004835446348137,28
17.2,Low Fat,0.15616879,Meat,160.6578,High,Tier 3,Supermarket Type1,2.7918114473828415,39
6.32,LF,0.0,Meat,40.2822,Small,Tier 2,Supermarket Type1,2.4103173395753763,22
4.88,Regular,0.133700752,Baking Goods,52.9298,Medium,Tier 1,Supermarket Type1,2.585257559544414,27
5.425,Regular,0.115119905,Baking Goods,88.3514,,Tier 2,Supermarket Type1,2.476933955565167,19
15.85,Regular,0.110030997,Frozen Foods,37.2506,Small,Tier 1,Supermarket Type1,2.0092759491699708,29
7.5,Low Fat,0.051038045,Canned,121.7072,,Tier 2,Supermarket Type1,2.778561101224507,19
12.65,Low Fat,0.062837968,Soft Drinks,161.5578,High,Tier 3,Supermarket Type1,2.646558581661721,39
,Low Fat,0.017116983,Others,211.956,Small,Tier 1,Grocery Store,1.9546172226848257,41
20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,High,Tier 3,Supermarket Type1,2.7154439640778554,39
,Low Fat,0.049754975,Dairy,152.134,Small,Tier 1,Grocery Store,1.8755729186921162,41
9.0,Low Fat,0.0,Canned,79.7644,Small,Tier 2,Supermarket Type1,2.524530585074953,22
,Low Fat,0.101561568,Canned,181.9292,Medium,Tier 3,Supermarket Type3,2.731762313682264,41
,Low Fat,0.005949644,Household,165.6526,Medium,Tier 3,Supermarket Type3,2.8827358080478755,41
,Regular,0.13956116,Seafood,170.4764,Medium,Tier 3,Supermarket Type3,2.7669364628680664,41
14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,,Tier 2,Supermarket Type1,2.4089057309773763,24
7.55,Low Fat,0.027164679,Canned,152.334,Small,Tier 2,Supermarket Type1,2.672637566402983,22
13.0,Low Fat,0.099325278,Household,45.406,Small,Tier 1,Supermarket Type1,2.2273996541557444,29
,Low Fat,0.04357366,Hard Drinks,192.8846,Medium,Tier 3,Supermarket Type3,2.630576079828199,41
,Regular,0.082741482,Snack Foods,118.7782,Small,Tier 1,Grocery Store,1.8177100262118755,41
12.3,Regular,0.064565202,Starchy Foods,92.9804,High,Tier 3,Supermarket Type1,2.5744251619840495,39
,LF,0.084554569,Snack Foods,109.8912,Medium,Tier 3,Supermarket Type3,2.5978714369820124,41
,Low Fat,0.058451805,Health and Hygiene,79.9618,Medium,Tier 3,Supermarket Type3,1.98566646824797,41
17.25,Low Fat,0.113748685,Household,251.3724,,Tier 2,Supermarket Type1,3.0131789122039434,24
15.85,Low Fat,0.020603511,Household,42.7112,,Tier 2,Supermarket Type1,2.2423421366441523,19
18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,Small,Tier 2,Supermarket Type1,2.7476368109132565,22
16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,,Tier 2,Supermarket Type1,3.0362440966495345,19
14.1,Low Fat,0.087977262,Dairy,229.0668,Small,Tier 2,Supermarket Type1,2.7451652372079356,22
7.905,Low Fat,0.010010425,Snack Foods,249.0408,Small,Tier 2,Supermarket Type1,2.7978721275734872,22
12.0,Low Fat,0.033946163,Canned,179.3976,High,Tier 3,Supermarket Type1,2.767472327496256,39
12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,Small,Tier 2,Supermarket Type1,2.3637993475652936,22
10.1,Low Fat,0.027106459,Meat,75.367,Medium,Tier 1,Supermarket Type1,2.1935243454034348,27
17.5,Low Fat,0.027022883,Frozen Foods,262.491,,Tier 2,Supermarket Type1,2.918242380535369,19
,Low Fat,0.058153409,Dairy,152.034,Small,Tier 1,Grocery Store,2.0453267710112994,41
17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,Medium,Tier 3,Supermarket Type2,2.5484289534077122,17
7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,Medium,Tier 1,Supermarket Type1,2.291031604498975,27
11.8,Regular,0.09357779,Snack Foods,125.9704,High,Tier 3,Supermarket Type1,2.5656600533545433,39
13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,,Tier 2,Supermarket Type1,2.8000982631704923,24
,Low Fat,0.148392623,Frozen Foods,41.5796,Small,Tier 1,Grocery Store,1.5920875090384532,41
8.5,Low Fat,0.098438394,Canned,51.1324,,Tier 2,Supermarket Type1,2.003553989174649,19
8.645,Low Fat,0.143303291,Health and Hygiene,96.341,High,Tier 3,Supermarket Type1,1.9307130123493916,39
17.6,Regular,0.076276208,Meat,110.9202,,Tier 2,Supermarket Type1,2.53171735846591,24
9.1,Low Fat,0.175103435,Baking Goods,127.5362,,Tier 2,Supermarket Type1,2.874093648160131,19
